read_id	scale	offset	sampling_rate	len_raw_signal	signal_sums	channel_number	read_number	mux	start_sample	run_id	experiment_id	flowcell_id	position_id	run_acquisition_start_time	
b64db71c-0cff-4861-bf66-edcbc660e903	0.14	-152.00	4000	29092	24993395	729	9064	3	331760987	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
3a626799-8cbb-42d4-b75e-4ba47e2c528a	0.14	-98.00	4000	101259	83260329	1061	26440	3	634392864	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
b4a33d8f-6bf1-4b48-9acf-9359a9a1185f	0.14	-129.00	4000	66913	55070530	1557	53647	1	528120716	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
42dac920-2255-4f7b-9eba-79ca79fb4ce2	0.14	-103.00	4000	65601	52614745	393	8097	4	223327857	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
faeb5c3e-283b-462d-9d0e-3145476f83d9	0.14	-99.00	4000	7210	6300699	1036	70977	1	601503813	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
6f1a02c1-a35b-4ba2-a4d7-4dce2ecc70ec	0.14	-129.00	4000	78672	68154371	1586	10708	2	360045920	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
7408a642-43e5-4891-93cd-8a54212c3895	0.14	-122.00	4000	203399	159048575	270	1610	3	36131239	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
fd321b9e-7cfa-4b74-a259-30df7cf6e207	0.14	-155.00	4000	63721	55021891	565	39770	4	730753927	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
a927e463-b248-4dec-82a6-e6440c847017	0.14	-89.00	4000	134758	114222309	1107	20157	2	239793776	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
15c58378-6efa-41ec-87d0-414048398358	0.14	-108.00	4000	733172	607495195	1364	161764	3	881712932	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
e278b695-d6c2-4958-8821-84218370d1b2	0.14	-99.00	4000	184473	149312364	1089	5700	2	131383947	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
34b94a55-b034-442e-8766-0b42e412851f	0.14	-116.00	4000	31545	28295310	2414	13267	4	282246347	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
e8049b38-3766-436d-95e1-386617f2454c	0.14	-150.00	4000	94062	74991397	950	23359	1	246407335	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
17b0245b-886f-4a72-926e-caac50072e7c	0.14	-134.00	4000	54828	47007978	2523	3863	4	94709012	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
9d3c07ba-34c6-48ac-b12b-568aa53f8098	0.14	-131.00	4000	30206	26468331	2182	26670	1	663038096	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
bd702775-92d8-4a2e-a272-d315014ce5bd	0.14	-148.00	4000	46613	38191514	2776	55513	1	739194944	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
c08f7b27-1d4d-4b7a-9d85-692052b76cee	0.14	-113.00	4000	78315	66687796	144	7862	4	191375271	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
96330f9f-a30a-41a0-b487-b481c268bb8e	0.14	-143.00	4000	74989	64851847	1672	211	3	3242797	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
578f1646-acb3-4201-87f7-7b43b6ba9015	0.14	-137.00	4000	20356	17147693	1332	3293	3	74578927	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
acdb6634-370b-4aa9-a399-52f096ed0927	0.14	-112.00	4000	64273	57114477	2432	22482	4	597477901	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
18823a31-eea4-485e-bb2a-b5b657f63988	0.14	-144.00	4000	148213	123815409	475	5997	3	62644933	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
7b6ec80d-dd75-4973-b024-0b340d196f9c	0.14	-137.00	4000	96130	80515358	905	1464	3	38893464	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
d101c853-a620-4578-b469-bdffd8fd68e4	0.14	-131.00	4000	49365	39764714	415	1435	3	33025168	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
d2db2a0c-06f4-43a2-8e03-ee46d7d6cbcd	0.14	-154.00	4000	32222	26325330	1632	2848	1	63662767	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
c36248da-8cc5-4137-b208-6abbef19520b	0.14	-160.00	4000	5774	5763630	557	28123	3	115686162	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
0f8ad1f1-4a84-4df5-a863-577a85a43055	0.14	-112.00	4000	37862	32752687	1273	61319	2	554849015	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
b6206245-1508-4114-9aec-c186df1c6d0b	0.14	-131.00	4000	125523	104821480	63	11451	3	334850382	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
32b931d6-0666-43e0-b51a-e1a3d7c3370b	0.14	-100.00	4000	91630	72005714	1173	44164	3	730209082	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
e8add2ff-ff03-48d5-8671-bfe6cef36a46	0.14	-112.00	4000	89309	70799238	1135	26517	4	595399052	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
92d02b9d-0cc9-4026-b226-188ff4758ee1	0.14	-124.00	4000	103709	85313433	1480	8583	2	267798551	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
62c52d6e-64ad-480e-b85c-d0aa3806d4d5	0.14	-134.00	4000	4532	3687682	1547	9367	1	229913255	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
95baf469-fd00-47fa-9a8c-bc86aeca77eb	0.14	-124.00	4000	115929	96866604	1348	16600	3	368427920	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
ad9dcb0d-eba4-40cc-a092-6bb00674234e	0.14	-125.00	4000	10996	9356841	75	615	1	13022396	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
4baf1587-9667-4239-a501-605d82648a72	0.14	-129.00	4000	143092	135168593	921	15809	1	51088598	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
ab7c20aa-558e-4f13-8c0c-d8a37d7e6e4c	0.14	-100.00	4000	63755	51719899	1826	22233	4	653141946	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
d74aa0c5-d3a0-42b6-bccf-9fdcda56df08	0.14	-125.00	4000	107080	93006542	2551	46079	2	825621202	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
1375b8c8-5871-4b7b-b8de-4f3bd6c3e968	0.14	-161.00	4000	27260	25698938	1573	11670	2	265992832	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
0ef35586-4869-4eeb-980d-ff70c32fd407	0.14	-132.00	4000	22583	20254673	952	25739	2	487987982	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
b1cca56e-f7fd-4123-9081-cba4b044e673	0.14	-144.00	4000	133890	112813144	2941	29828	3	664151553	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
f1ab2cc2-561a-4cc9-92fd-dcb9855d3662	0.14	-115.00	4000	65395	55175119	1155	29105	3	499351485	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
2f343887-97c4-4b27-b86b-bcb97ef60bba	0.14	-160.00	4000	78891	68684226	609	8443	2	223606247	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
c5c10fdc-613f-4fd5-88bd-845cfa17cfdc	0.14	-166.00	4000	127527	111523185	639	10336	4	267112904	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
9729520d-ab07-40af-bab2-e7c49d45435a	0.14	-155.00	4000	18883	15659933	734	1505	4	34707742	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
15c6c02f-4947-4b29-90cf-d1280a7f1d5c	0.14	-116.00	4000	107220	92145014	2429	26232	4	502813149	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
ad6d86bb-1019-453a-98d3-5e9fcca5c00a	0.14	-126.00	4000	104053	91453289	1338	37147	1	640054112	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
137aa030-caa7-4672-b910-ac7a75af7312	0.14	-102.00	4000	42906	35208233	304	21260	2	673798856	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
d65ff21b-6e08-4184-84c5-26877807cd99	0.14	-128.00	4000	54625	38739803	1413	2794	1	55011233	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
b12b4aaa-1d28-4bf0-8b4c-4f5eea90653e	0.14	-105.00	4000	120429	95450189	2383	1998	3	42181782	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
5a3bb490-23c0-48cc-a918-0ce7a6c7d5f6	0.14	-107.00	4000	33673	26751536	1272	6756	3	129308166	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
b4967ab2-edff-495b-a0bf-fcfd594cbd93	0.14	-133.00	4000	89881	72804271	108	1323	4	30065786	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
6a7d1862-4a75-498a-a70c-b1ff043f59d5	0.14	-105.00	4000	62139	49620635	1837	4349	1	100542485	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
cb2698b3-3a41-4dcf-970d-29a530710113	0.14	-120.00	4000	256221	208657105	1469	6053	1	107588659	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
9c5bfd1e-c314-4e3d-a8ea-dd28a1850ef8	0.14	-98.00	4000	3725	3069634	1164	17166	3	249154851	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
7c7e3222-2dea-4835-a308-c9f83a7e738f	0.14	-115.00	4000	121360	97490514	1191	6360	1	144097955	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
b63978ed-6cc8-4950-a8a6-e6a7386bdea5	0.14	-157.00	4000	2821	2349901	676	21988	1	531079410	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
a6e7351e-5f84-4527-a5a3-195bf2323545	0.14	-123.00	4000	22820	20102262	1376	358	1	4207090	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
33ecae63-fca8-4ec3-9c79-5d940a2e7bea	0.14	-166.00	4000	6494	6102459	632	45614	1	64043989	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
3a45b047-2700-4e2a-a451-14fbbec074de	0.14	-127.00	4000	65670	55522131	214	7313	2	144630955	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
6fe55596-2964-42e3-b3e8-f1b62de60721	0.14	-136.00	4000	9463	7787927	117	30631	3	410971623	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
1f29867b-2305-4850-ac12-ef3cb9e9491c	0.14	-125.00	4000	101856	77522034	2961	15154	1	291294172	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
244782e9-605b-400b-8484-55e33934067d	0.14	-129.00	4000	78129	66792562	1428	436	1	7951336	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
7e87807c-5084-49f1-8bff-d2baaef1b8ee	0.14	-143.00	4000	49189	39639212	1566	17624	3	358957129	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
a824b689-69b5-4ff4-b730-72bb711e81d4	0.14	-130.00	4000	207376	181171130	960	23460	2	546077458	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
a526ab05-ad6c-4029-8281-56332e375786	0.14	-99.00	4000	8489	7427618	1108	15854	3	391829205	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
467b6de2-248c-482d-b0f3-a3cf9021abc2	0.14	-116.00	4000	75968	61415152	2258	7982	3	242018452	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
099c91ce-058c-4d9b-89a9-ba6a5e190ea1	0.14	-101.00	4000	106076	89014442	1088	14907	2	489526795	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
13d9fcbe-0601-4b8a-81d6-2c117820d9cb	0.14	-127.00	4000	123492	99681378	1531	46395	1	922210941	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
d04d4b80-a3f8-4920-9c2c-be3aec2436b2	0.14	-117.00	4000	22684	16991727	2398	60012	4	995737606	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
8255af64-60e9-4db8-ae2e-bbe7b49a8ba8	0.14	-101.00	4000	124029	103629575	1074	47011	2	862144493	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
d84fc024-e63f-422e-b085-6868973f752c	0.14	-130.00	4000	48437	38104392	978	13848	4	590452099	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
f2b96d0e-fbe9-4861-b81b-e4ff760d7e21	0.14	-103.00	4000	20059	16626231	293	6953	4	166306466	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
d1caa542-c261-4e27-844b-b8eb2f8c7204	0.14	-117.00	4000	132648	117211864	1309	35181	4	633598765	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
a54da048-64ab-4c4b-9aad-05ac66106638	0.14	-97.00	4000	3263	3128711	1160	31497	3	674735733	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
32f41f63-6a1b-4058-8636-c02d943485f8	0.14	-139.00	4000	8503	8082130	1299	44279	2	755512989	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
6f14fdce-51ed-498f-9025-7c8d762c6feb	0.14	-133.00	4000	5936	4991881	2924	5599	4	191162733	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
af1510e4-a8d2-41df-86ce-5feb0eeb8d83	0.14	-129.00	4000	74634	61289384	57	124822	4	835879125	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
8945f114-cb65-4486-a427-b93e7def04ba	0.14	-132.00	4000	28559	24126082	2564	5188	4	139024251	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
20aed4e2-cda8-40b2-8c00-8cb6270b7737	0.14	-138.00	4000	124676	107370986	1692	16798	4	439821870	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
a965312c-68c2-4faa-8589-9c0fc692ad8f	0.14	-99.00	4000	30743	26133181	1040	29190	2	650590128	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
9ac4b7ac-3199-4315-af82-bd74ab23f04d	0.14	-129.00	4000	26471	23300672	2038	201395	4	478569488	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
4e8ffe8f-4dab-4ab8-941e-ce71d67db4d7	0.14	-146.00	4000	21982	17927934	1678	77984	4	731291849	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
c0a9ebb4-f950-4198-9483-21a806eeadff	0.14	-114.00	4000	23425	18872852	1341	32964	1	144205701	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
c76a9460-860e-4e95-85c4-4d2bf0df0ea3	0.14	-129.00	4000	65761	57002055	1282	9941	4	218765177	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
a4791db6-2903-49c8-b287-cb9115f5a9f2	0.14	-135.00	4000	134053	115313724	2528	24902	3	749168845	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
f7da874c-3821-4b82-8cbb-33e2b6f8bbe9	0.14	-119.00	4000	5806	4648875	2409	17560	3	392768105	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
a11096d0-1bf1-49a6-9a57-e73d2b678bdc	0.14	-132.00	4000	28029	23035729	1701	4582	2	134129618	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
6a61b192-e9f4-475d-80e7-b60eb0be6aa0	0.14	-111.00	4000	119619	96950084	1091	1214	1	24208701	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
0fa572f6-5517-4735-9e25-0105b3c8d15d	0.14	-131.00	4000	24700	21506655	1604	122109	3	562228049	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
0b311211-8832-4a01-8544-35c49446e032	0.14	-137.00	4000	99003	86896343	1691	27338	1	674978188	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
2b9009c7-1024-4151-8219-3e4dee081a19	0.14	-133.00	4000	80220	67871281	1506	5039	3	427225508	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
3b91f29a-a87e-47a4-ae0f-a47db0033874	0.14	-125.00	4000	78674	65352496	935	7317	4	182563671	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
f0740fa8-dbd5-4e8e-a21d-49e87b820c88	0.14	-126.00	4000	67857	54173599	862	13822	1	408840398	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
a1bf3ce3-a836-4e2b-8b9a-1ea87f5f81cd	0.14	-159.00	4000	130873	111479100	545	1254	1	27745448	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
156aeccd-3f27-40dd-9d78-93593e0a429b	0.14	-110.00	4000	121938	97645733	1195	29015	3	720014833	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
a302fee6-8c6d-4ce3-84fc-3a598507cc2a	0.14	-142.00	4000	6192	4901204	2782	17249	2	488249175	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
7d1667ce-3a81-4f83-882f-70a3d32dc01c	0.14	-113.00	4000	43052	35140670	2696	9181	2	247949643	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
dcf4134b-6736-409a-af28-4820feb35399	0.14	-123.00	4000	199868	164218049	1906	14100	3	221245718	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
953f3f0a-20bd-4b6a-98a9-bb9277c2d5bf	0.14	-134.00	4000	125980	101988057	848	94493	3	642793221	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
5576392e-5063-4970-8ec9-204582ead2f4	0.14	-124.00	4000	279449	231481399	2802	18235	3	538199195	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
3d6465dd-505b-4269-9e60-25d427780446	0.14	-131.00	4000	77114	65761805	1537	51937	3	426066178	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
8b2802d7-000e-47c6-b7f9-880c54e11883	0.14	-166.00	4000	164770	137990446	568	33236	4	696081018	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
18e13aae-8a9e-40b1-ab4c-eccec3e037e0	0.14	-156.00	4000	130119	110741511	2867	13928	3	394109096	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
c6b4db8c-2961-4aa8-ae14-da7ec0a7f931	0.14	-105.00	4000	11632	9342934	1945	34961	2	691281074	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
74d8462d-aa57-4472-80f8-d7d7a9caa73e	0.14	-105.00	4000	29360	23575810	427	8142	3	248682978	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
64c3e2a1-155d-476c-8a6f-95a43956bd04	0.14	-125.00	4000	131770	111339477	1610	7036	3	394054772	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
b1e4e368-f56e-44f7-84c4-74ef045a0bfa	0.14	-115.00	4000	140715	125782364	1324	22090	4	755108091	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
28aa6deb-f32a-4dc2-b8dd-c705d1a29f4f	0.14	-111.00	4000	74922	63859296	1806	35886	3	499090630	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
25ba1ba5-6bac-4f1d-bb0c-52c0ca83ef2b	0.14	-105.00	4000	165216	131997100	292	16633	1	386735121	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
26b85810-2c9c-4665-925f-264f8d4b72c5	0.14	-103.00	4000	77475	62813706	1087	5673	3	79929246	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
3ffd237d-6853-44f2-aeb4-23ad4dc7ca41	0.14	-130.00	4000	56429	50805982	1363	22908	4	435204058	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
9e18142c-02fe-44d3-ac4a-d62d2ee642bd	0.14	-186.00	4000	21557	20015346	555	6892	2	138609836	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
1c7f9a3e-6ab6-4f16-aa2d-71bda34936ec	0.14	-88.00	4000	10061	7857641	1121	30707	3	430728948	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
257481bd-c666-4bd8-8a95-efbc5a327d43	0.14	-115.00	4000	7443	6000416	1697	4697	1	90809138	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
8c472a2f-6f3a-4ed6-aa8d-f335eed4a0e4	0.14	-73.00	4000	3684	2993159	1099	18270	1	496530751	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
8a113bdf-8c61-4bdc-9512-244285f4a3fe	0.14	-112.00	4000	7929	7468246	187	33504	2	723811187	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
1a5c2f01-27f8-4d76-b943-222092d13600	0.14	-125.00	4000	64497	51561076	1467	22181	3	390481541	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
57787972-6358-47bb-aa57-9f0917bc33ad	0.14	-102.00	4000	64901	52113101	421	3340	3	78347974	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
07445eec-4986-40a6-a01b-0914a3195680	0.14	-123.00	4000	11024	9212770	2691	25863	4	756092395	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
c5932ab5-dd41-4fb0-8e7c-fbf63b037a2a	0.14	-140.00	4000	135606	112185759	1664	25508	1	388854298	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
d3299e20-ff0d-455c-b3d1-e3b6004f29cf	0.14	-97.00	4000	94763	75923747	1078	2345	3	28075277	dc60b20f5078b3546ded810fb828b49c438fbd89	.	PAM96112	.	.	
